"authors","frequent_part_title","infrequent_part_title","title","uri","venue","year"
"a. formica , h. d. groger , m. missikoff","database","correctness checking efficient method schema object oriented","an efficient method for checking object-oriented database schema correctness","acm_218","acm transactions on database systems ( tods )","1998"
"nikos mamoulis , dimitris papadias","","spatial integration multiple processing join inputs algorithms","integration of spatial join algorithms for processing multiple inputs","acm_219","international conference on management of data","1999"
"swarup acharya , viswanath poosala , sridhar ramaswamy","databases","selectivity spatial estimation","selectivity estimation in spatial databases","acm_220","international conference on management of data","1999"
"kaushik chakrabarti , sharad mehrotra","","efficient control methods concurrency multidimensional access","efficient concurrency control in multidimensional access methods","acm_221","international conference on management of data","1999"
"h. v. jagadish , laks v. s. lakshmanan , divesh srivastava","data","sandwiches optimal warehouse strategies snakes clustering","snakes and sandwiches : optimal clustering strategies for a data warehouse","acm_222","international conference on management of data","1999"
"mihael ankerst , markus m. breunig , hans-peter kriegel , j &#246; rg sander","","structure identify ordering clustering optics points","optics : ordering points to identify the clustering structure","acm_223","international conference on management of data","1999"
"kimberly keeton , david a. patterson , joseph m. hellerstein","","intelligent idisks case disks","a case for intelligent disks ( idisks )","acm_224","acm sigmod record","1998"
"g. kappel , w. retschitzegger","system database","oriented overview active trigs object","the trigs active object-oriented database system - an overview","acm_225","acm sigmod record","1998"
"richard snodgrass","","influential papers reminiscences","reminiscences on influential papers","acm_226","acm sigmod record","1998"
"david lomet","","size considered caching tree b page","b-tree page size when caching is considered","acm_227","acm sigmod record","1998"
"david lomet , roger barga , surajit chaudhuri , paul larson , vivek narasayya","database","research group microsoft","the microsoft database research group","acm_228","acm sigmod record","1998"
"shih-fu chang , luis gravano , gail e. kaiser , kenneth a. ross , salvatore j. stolfo","database","university columbia research","database research at columbia university","acm_229","acm sigmod record","1998"
"daniela florescu , alon levy , alberto mendelzon","database","survey wide world techniques web","database techniques for the world-wide web : a survey","acm_230","acm sigmod record","1998"
"andrew eisenberg , jim melton","","practice standards","standards in practice","acm_231","acm sigmod record","1998"
"peter z. revesz","databases","languages safe query constraint","safe query languages for constraint databases","acm_232","acm transactions on database systems ( tods )","1998"
"curtis e. dyreson , richard thomas snodgrass","","valid time indeterminacy supporting","supporting valid-time indeterminacy","acm_233","acm transactions on database systems ( tods )","1998"
"m. tork roth , m. arya , l. haas , m. carey , w. cody , r. fagin , p. schwarz , j. thomas , e. wimmers","","project garlic","the garlic project","acm_234","international conference on management of data","1996"
"a. biliris , t. a. funkhouser , w. o'connell , e. panagos","systems","storage visualization bess support interactive","bess : storage support for interactive visualization systems","acm_235","international conference on management of data","1996"
"timothy griffin , bharat kumar","","propagation queries algebraic change outerjoin semijoin","algebraic change propagation for semijoin and outerjoin queries","acm_236","acm sigmod record","1998"
"king lum cheung , ada wai-chee fu","","r nearest neighbour search enhanced tree","enhanced nearest neighbour search on the r-tree","acm_237","acm sigmod record","1998"
"alex borgida , vinay k. chaudhri , martin staudt","databases","krdb representation knowledge report meets international workshop","report on the 5th international workshop on knowledge representation meets databases ( krdb ' 98 )","acm_238","acm sigmod record","1998"
"alexei p. stolboushkin , michael a. taitslin","","order stratified datalog integer safe syntax","safe stratified datalog with integer order does not have syntax","acm_239","acm transactions on database systems ( tods )","1998"
"jaiwei han , youngjian fu , wei wang , jenny chiang , osmar r. za &#239; ane , krzysztof koperski","databases","multiple dbminer mining interactive relational knowledge level","dbminer : interactive mining of multiple-level knowledge in relational databases","acm_240","international conference on management of data","1996"
"s. choo , w. o'connell , g. linerman , h. chen , k. ganapathy , a. biliris , e. panagos , d. schrader","based","massively parallel content multimedia architectures server prospector","prospector : a content-based multimedia server for massively parallel architectures","acm_241","international conference on management of data","1996"
"mark lefler , mark stokrp , craig wong","database","simulation tool predicting dbsim performance","dbsim : a simulation tool for predicting database performance","acm_242","international conference on management of data","1996"
"dallan quass , jennifer widom , roy goldman , kevin haas , qingshan luo , jason mchugh , svetlozar nestorov , anand rajaraman , hugo rivero , serge abiteboul , jeff ullman , janet wiener","data","object repository semistructured lore lightweight","lore : a lightweight object repository for semistructured data","acm_243","international conference on management of data","1996"
"patrick c. k. hung , helen p. yeung , kamalakar karlapalem","system management based","activity capbased event driven capability ams","capbased-ams : a capability-based and event-driven activity management system","acm_244","international conference on management of data","1996"
"e. a. rundensteiner , h. a. kuno , y.-g . ra , v. crestana-taube , m. c. jones , p. j. marron","","applications technology multiview object view oriented project","the multiview project : object-oriented view technology and applications","acm_245","international conference on management of data","1996"
"asuman dogac , ugur halici , ebru kilic , gokhan ozhan , fatma ozcan , sena nural , cevdet dengi , sema mancuhan , budak arpinar , pinar koksal , cem evrendilek","system database","interoperable metu","metu interoperable database system","acm_246","international conference on management of data","1996"
"takeshi fukuda , yasuhiko morimoto , shinichi morishita , takeshi tokuyama","system","association optimized rules sonar numeric","sonar : system for optimized numeric association rules","acm_247","international conference on management of data","1996"
"pillip a. bernstein","system","repository engineering","repository system engineering","acm_248","international conference on management of data","1996"
"daniel a. keim","databases","visualization","databases and visualization","acm_249","international conference on management of data","1996"
"markos zaharioudakis , michael j. carey , michael j. franklin","based","oodbms fine adaptive sharing approach grained callback server client","adaptive , fine-grained sharing in a client-server oodbms : a callback-based approach","acm_250","acm transactions on database systems ( tods )","1997"
"phil fernandez , donovan schneider","data","ins everything outs warehousing","the ins and outs ( and everything in between ) of data warehousing","acm_251","international conference on management of data","1996"
"peter piatko , roman yangarber , daoi lin , dennis shasha","","complex tool tailoring documents thinksheet","thinksheet : a tool for tailoring complex documents","acm_252","international conference on management of data","1996"
"klemens b &#246; hm , karl aberer","using database","structured technology administering hyperstorm object oriented documents","hyperstorm-administering structured documents using object-oriented database technology","acm_253","international conference on management of data","1996"
"c. mohan","management","products research state art workflow","state of the art in workflow management research and products","acm_254","international conference on management of data","1996"
"jiawei han","data","mining techniques","data mining techniques","acm_255","international conference on management of data","1996"
"sihem amer-yahia , sungran cho , laks v. s. lakshmanan , divesh srivastava","","tree pattern minimization queries","minimization of tree pattern queries","acm_256","international conference on management of data","2001"
"ling ling yan , ren &#233; e j. miller , laura m. haas , ronald fagin","data","driven mappings refinement schema understanding","data-driven understanding and refinement of schema mappings","acm_257","international conference on management of data","2001"
"assaf schuster , ran wolff","","efficient mining association rules distributed communication","communication-efficient distributed mining of association rules","acm_258","international conference on management of data","2001"
"lise getoor , benjamin taskar , daphne koller","using","selectivity models estimation probabilistic","selectivity estimation using probabilistic models","acm_259","international conference on management of data","2001"
"yi-leh wu , divyakant agrawal , amr el abbadi","","applying estimation query rule golden sampling","applying the golden rule of sampling for query estimation","acm_260","international conference on management of data","2001"
"benjamin nguyen , serge abiteboul , gr &#233; gory cobena , miha &#237; preda","data","xml web monitoring","monitoring xml data on the web","acm_261","international conference on management of data","2001"
"chun zhang , jeffrey naughton , david dewitt , qiong luo , guy lohman","management systems database","relational supporting containment queries","on supporting containment queries in relational database management systems","acm_262","international conference on management of data","2001"
"igor tatarinov , zachary g. ives , alon y. halevy , daniel s. weld","","xml updating","updating xml","acm_263","international conference on management of data","2001"
"denise draper , alon y. halevy , daniel s. weld","","integration nimble engine","the nimble integration engine","acm_264","international conference on management of data","2001"
"zohreh nazeri , eric bloedorn , paul ostwald","data","safety experiences mining aviation","experiences in mining aviation safety data","acm_265","international conference on management of data","2001"
"thomas maguire","management","websphere commerce catalog suite","catalog management in websphere commerce suite","acm_266","international conference on management of data","2001"
"michael stonebraker , joseph m. hellerstein","","integration content business e","content integration for e-business","acm_267","international conference on management of data","2001"
"julio c. navas , michael wynblatt","management systems data database","highly distributed network","the network is the database : data management for highly distributed systems","acm_268","international conference on management of data","2001"
"k. sel &#231; uk candan , wen-syan li , qiong luo , wang-pin hsiung , divyakant agrawal","database","enabling caching content sites web driven dynamic","enabling dynamic content caching for database-driven web sites","acm_269","international conference on management of data","2001"
"felipe cari &#241; o , jr. , pekka kostamaa , art kaufmann , john burgess","data database","applications storhouse warehousing new storage metanoia","storhouse metanoia - new applications for database , storage & ; data warehousing","acm_270","international conference on management of data","2001"
"anhai doan , pedro domingos , alon y. halevy","data","reconciling sources approach machine schemas disparate learning","reconciling schemas of disparate data sources : a machine-learning approach","acm_271","international conference on management of data","2001"
"l. shou , c. h. chionh , z. huang , y. ruan , kian-lee tan","system","walkthrough time review real virtual","review : a real-time virtual walkthrough system","acm_272","international conference on management of data","2001"
"arnaud sahuguet","","framework query kweelt xml yet another","kweelt : more than just yet another framework to query xml !","acm_273","international conference on management of data","2001"
"pavan deolasee , amol katkar , ankur panchbudhe , krithi ramamritham , prashant shenoy","data","dynamic dissemination","dissemination of dynamic data","acm_274","international conference on management of data","2001"
"werner kie &#946; ling , stefan holland , stefan fischer , thorsten ehm","","salesperson e cosima speaking smart","cosima - your smart , speaking e-salesperson","acm_275","international conference on management of data","2001"
"parke godfrey , jarek gryz , calisto zuzarte","data","like exploiting query characterizations optimization constraint","exploiting constraint-like data characterizations in query optimization","acm_276","international conference on management of data","2001"
"tirthankar lahiri , amit ganesh , ron weiss , ashok joshi","","recovery fast oracle fault quick start","fast-start : quick fault recovery in oracle","acm_277","international conference on management of data","2001"
"reed m. meseck","management data","lasting wild web impact","data management : lasting impact on wild , wild , web","acm_278","international conference on management of data","2001"
"c &#233; sar galindo-legaria , milind joshi","","orthogonal optimization subqueries aggregation","orthogonal optimization of subqueries and aggregation","acm_279","international conference on management of data","2001"
"sanjay agrawal , surajit chaudhuri , vivek narasayya","","selection sql tool index microsoft view materialized server","materialized view and index selection tool for microsoft sql server 2000","acm_280","international conference on management of data","2001"
"tiziana catarci , giuseppe santucci","system","prototype dare","the prototype of the dare system","acm_281","international conference on management of data","2001"
"kajal t. claypool , elke a. rundensteiner , xin zhang , su hong , harumi kuno , wang-chien lee , gail mitchell","data","sangam multiple support mappings maintenance solution models","sangam - a solution to support multiple data models , their mappings and maintenance","acm_282","international conference on management of data","2001"
"mauricio a. hern &#225; ndez , ren &#233; e j. miller , laura m. haas","","automatic clio tool schema semi mapping","clio : a semi-automatic tool for schema mapping","acm_283","international conference on management of data","2001"
"david buttler , ling liu , calton pu , henrique paques , wei han , wei tang","","method content web searching ominisearch dynamic","ominisearch : a method for searching dynamic content on the web","acm_284","international conference on management of data","2001"
"elisa bertino , silvana castano , elena ferrari","","x securing xml documents author demonstration project","securing xml documents : the author-x project demonstration","acm_285","international conference on management of data","2001"
"asaf adii , david botzer , opher etzion , tali yatzkar-haham","based","processes dependency event model business correlation monitoring","monitoring business processes through event correlation based on dependency model","acm_286","international conference on management of data","2001"
"sudarshan s. chawathe , thomas baby , jihwang yoo","data","semistructured vqbd exploring","vqbd : exploring semistructured data","acm_287","international conference on management of data","2001"
"mahesh v. joshi , ramesh c. agarwal , vipin kumar","","via mining needle classes two haystack rule classifying induction phase rare","mining needle in a haystack : classifying rare classes via two-phase rule induction","acm_288","international conference on management of data","2001"
"markus m. breunig , hans-peter kriegel , peer kr &#246; ger , j &#246; rg sander","data","hierarchical bubbles preserving performance boosting quality clustering","data bubbles : quality preserving performance boosting for hierarchical clustering","acm_289","international conference on management of data","2001"
"fran &#231; oise fabret , h. arno jacobsen , fran &#231; ois llirbat , jo &#259; o pereira , kenneth a. ross , dennis shasha","systems","implementation fast subscribe algorithms filtering publish","filtering algorithms and implementation for very fast publish/subscribe systems","acm_290","international conference on management of data","2001"
"mary fernandez , atsuyuki morishima , dan suciu","","ware evaluation middle queries efficient xml","efficient evaluation of xml middle-ware queries","acm_291","international conference on management of data","2001"
"denis rinfret , patrick o'neil , elizabeth o'neil","","arithmetic bit index sliced","bit-sliced index arithmetic","acm_292","international conference on management of data","2001"
"charu c. aggarwal , philip s. yu","data","high outlier detection dimensional","outlier detection for high dimensional data","acm_293","international conference on management of data","2001"
"panagiotis g. ipeirotis , luis gravano , mehran sahami","databases","classify count probe web hidden categorizing","probe , count , and classify : categorizing hidden web databases","acm_294","international conference on management of data","2001"
"michael greenwald , sanjeev khanna","","quantile efficient space online computation summaries","space-efficient online computation of quantile summaries","acm_295","international conference on management of data","2001"
"clement yu , weiyi meng , wensheng wu , king-lup liu","databases","metasearch incorporating efficient among effective linkages documents text","efficient and effective metasearch for text databases incorporating linkages among documents","acm_296","international conference on management of data","2001"
"vinayak borkar , kaustubh deshmukh , sunita sarawagi","","records text automatic structured segmentation","automatic segmentation of text into structured records","acm_297","international conference on management of data","2001"
"nicolas bruno , surajit chaudhuri , luis gravano","","multidimensional workload aware histogram stholes","stholes : a multidimensional workload-aware histogram","acm_298","international conference on management of data","2001"
"amol deshpande , minos garofalakis , rajeev rastogi","data based","high dependency good synopses histogram dimensional independence","independence is good : dependency-based histogram synopses for high-dimensional data","acm_299","international conference on management of data","2001"
"kihong kim , sang k. cha , keunjoo kwon","","memory trees index multidimensional access main optimizing","optimizing multidimensional index trees for main memory access","acm_300","international conference on management of data","2001"
"giedrius slivinskas , christian s. jensen , richard thomas snodgrass","","evaluation query adaptable temporal optimization middleware","adaptable query optimization and evaluation in temporal middleware","acm_301","international conference on management of data","2001"
"philip bohannon , peter mcllroy , rajeev rastogi","","structures size memory index fixed keys partial main","main-memory index structures with fixed-size partial keys","acm_302","international conference on management of data","2001"
"eamonn keogh , kaushik chakrabarti , michael pazzani , sharad mehrotra","databases","reduction series dimensionality indexing large adaptive locally time","locally adaptive dimensionality reduction for indexing large time series databases","acm_303","international conference on management of data","2001"
"zhiyuan chen , johannes gehrke , flip korn","systems database","compressed optimization query","query optimization in compressed database systems","acm_304","international conference on management of data","2001"
"shivnath babu , minos garofalakis , rajeev rastogi","system data based","tables spartan massive model semantic compression","spartan : a model-based semantic compression system for massive data tables","acm_305","international conference on management of data","2001"
"surajit chaudhuri , gautam das , vivek narasayya","based","robust aggregate queries approximate approach answering optimization","a robust , optimization-based approach for approximate answering of aggregate queries","acm_306","international conference on management of data","2001"
"hoshi mistry , prasan roy , s. sudarshan , krithi ramamritham","using","multi selection query view materialized maintenance optimization","materialized view selection and maintenance using multi-query optimization","acm_307","international conference on management of data","2001"
"h. v. jagadish , hui jin , beng chin ooi , kian-lee tan","","optimization global histograms","global optimization of histograms","acm_308","international conference on management of data","2001"
"shimin chen , phillip b. gibbons , todd c. mowry","","performance prefetching index improving","improving index performance through prefetching","acm_309","international conference on management of data","2001"
"aristides gionis , dimitrios gunopulos , nick koudas","","similar tumble retrieval set efficient","efficient and tumble similar set retrieval","acm_310","international conference on management of data","2001"
"vagelis hristidis , nick koudas , yannis papakonstantinou","system","multi execution ranked efficient queries prefer parametric","prefer : a system for the efficient execution of multi-parametric ranked queries","acm_311","international conference on management of data","2001"
"panos kalnis , dimitris papadias","","architectures server olap proxy","proxy-server architectures for olap","acm_312","international conference on management of data","2001"
"christian b &#246; hm , bernhard braunm &#252; ller , florian krebs , hans-peter kriegel","data","order high grid join massive similarity algorithm epsilon dimensional","epsilon grid order : an algorithm for the similarity join on massive high-dimensional data","acm_313","international conference on management of data","2001"
"christian a. lang , ambuj k. singh","using","structures high index sampling dimensional modeling","modeling high-dimensional index structures using sampling","acm_314","international conference on management of data","2001"
"iosif lazaridis , sharad mehrotra","","multi queries aggregate structure progressive approximate resolution tree","progressive approximate aggregate queries with a multi-resolution tree structure","acm_315","international conference on management of data","2001"
"foto n. afrati , chen li , jeffrey d. ullman","using","generating plans queries views efficient","generating efficient plans for queries using views","acm_316","international conference on management of data","2001"
"jonathan goldstein , per - &#197; ke larson","using","practical queries scalable materialized solution views optimizing","optimizing queries using materialized views : a practical , scalable solution","acm_317","international conference on management of data","2001"
"sang-ho lee , kyu-young whang , yang-sae moon , il-yeol song","systems","buffer demand allocation video dynamic","dynamic buffer allocation in video-on-demand systems","acm_318","international conference on management of data","2001"
"chris olston , boon thau loo , jennifer widom","","precision cached approximate adaptive setting values","adaptive precision setting for cached approximate values","acm_319","international conference on management of data","2001"
"d. b. phatak , n. l. sarda , s. seshadri , s. sudarshan","database","indian institute technology bombay research","database research at the indian institute of technology , bombay","acm_320","acm sigmod record","1996"
"andrew e. wade","","query standards object","object query standards","acm_321","acm sigmod record","1996"
"eric freeman , david gelernter","data","lifestreams model personal storage","lifestreams : a storage model for personal data","acm_322","acm sigmod record","1996"
"susan d. urban , suzanne w. dietrich , forouzan golshani","database","university state arizona research","database research at arizona state university","acm_323","acm sigmod record","1996"
"marc andries , luca cabibbo , jan paredaens , jan van den bussche","","method applying update receivers set","applying an update method to a set of receivers","acm_324","acm transactions on database systems ( tods )","2001"
"xiaolei qian","","funding shutdown budget","shutdown , budget , and funding","acm_325","acm sigmod record","1996"
"lotus development corp.","","link cics notes mqseries lotus","mqseries and cics link for lotus notes","acm_326","acm sigmod record","1996"
"john gaffney","","illustra technical white paper","an illustra technical white paper","acm_327","acm sigmod record","1996"
"takeshi fukuda , yasuhiko morimoto , shimichi morishita , takeshi tokuyama","data","mining two association rules optimized dimensional","data mining with optimized two-dimensional association rules","acm_328","acm transactions on database systems ( tods )","2001"
"jan chomicki , david toman , michael h. b &#246; hlen","databases","querying atsql temporal logic","querying atsql databases with temporal logic","acm_329","acm transactions on database systems ( tods )","2001"
"windsor w. hsu , alan jay smith , honesty c. young","database","reference analysis tpc workloads benchmarks production level logical behavior","i/o reference behavior of production database workloads and the tpc benchmarks-an analysis at the logical level","acm_330","acm transactions on database systems ( tods )","2001"
"alex dekhtyar , robert ross , v. s. subrahmanian","databases","temporal algebra probabilistic","probabilistic temporal databases , i : algebra","acm_331","acm transactions on database systems ( tods )","2001"
"chen li , edward chang","","useful answering bindings queries","answering queries with useful bindings","acm_332","acm transactions on database systems ( tods )","2001"
"thomas eiter , james j. lu , thomas lukasiewicz , v. s. subrahmanian","","bases probabilistic object","probabilistic object bases","acm_333","acm transactions on database systems ( tods )","2001"
"richard snodgrass","","influential papers reminiscences","reminiscences in influential papers","acm_334","acm sigmod record","1998"
"sushil jajodia , pierangela samarati , maria luisa sapino , v. s. subrahmanian","","multiple flexible control support policies access","flexible support for multiple access control policies","acm_335","acm transactions on database systems ( tods )","2001"
"nikos mamoulis , dimitris papadias","","spatial joins multiway","multiway spatial joins","acm_336","acm transactions on database systems ( tods )","2001"
"laks v. s. lakshmanan , fereidoon sadri , subbu n. subramanian","","schemasql multidatabase extension interoperability sql","schemasql : an extension to sql for multidatabase interoperability","acm_337","acm transactions on database systems ( tods )","2001"
"wilfred ng","data","ordered extension domains relational model incorporate","an extension of the relational data model to incorporate ordered domains","acm_338","acm transactions on database systems ( tods )","2001"
"yannis kotidis , nick roussopoulos","management","view case dynamic","a case for dynamic view management","acm_339","acm transactions on database systems ( tods )","2001"
"dan suciu","data","semistructured evaluation distributed query","distributed query evaluation on semistructured data","acm_340","acm transactions on database systems ( tods )","2002"
"heiko schuldt , gustavo alonso , catriel beeri , hans-j &#246; rg schek","","isolation atomicity transactional processes","atomicity and isolation for transactional processes","acm_341","acm transactions on database systems ( tods )","2002"
"richard snodgrass","","editorial","editorial","acm_342","acm transactions on database systems ( tods )","2001"
"asuman dogac","management data","commerce editor introduction issues guest electronic","data management issues in electronic commerce : guest editor 's introduction","acm_344","acm sigmod record","2002"
"feng tian , david j. dewitt , jianjun chen , chun zhang","","evaluation design xml storage performance strategies alternative","the design and performance evaluation of alternative xml storage strategies","acm_345","acm sigmod record","2002"
"mengchi liu , gillian dobbie , tok wang ling","databases","deductive foundation oriented logical object","a logical foundation for deductive object-oriented databases","acm_346","acm transactions on database systems ( tods )","2002"
"asuman dogac","management data","electronic issues commerce","data management issues in electronic commerce","acm_347","acm sigmod record","2002"
"m. cilia , a. p. buchmann","","applications e functionality active business service","an active functionality service for e-business applications","acm_348","acm sigmod record","2002"
"w. h &#252; mmer , w. lehner , h. wedekind","","ebusiness contracting days","contracting in the days of ebusiness","acm_349","acm sigmod record","2002"
"ibrahim cingil","","authorities trusted global supporting profiles user","supporting global user profiles through trusted authorities","acm_350","acm sigmod record","2002"
"rainer a. sommer , thomas r. gulledge , david bailey","","hub technology n tier","the n-tier hub technology","acm_351","acm sigmod record","2002"
"eugene agichtein , luis gravano , jeff pavel , viktoriya sokolova , aleksandr voskoboynik","system","collections large prototype relations text snowball extracting","snowball : a prototype system for extracting relations from large text collections","acm_352","international conference on management of data","2001"
"mehul a. shah , sirish chandrasekaran","","telegraph load queries fault balancing tolerant","fault-tolerant , load-balancing queries in telegraph","acm_353","international conference on management of data","2001"
"hans-peter kriegel , andreas m &#252; ller , marco p &#246; tke , thomas seidl","management data","spatial design aided computer","spatial data management for computer aided design","acm_354","international conference on management of data","2001"
"edward chang , kwang-ting cheng , lihyuarn l. chang","based","pbir image perception retrieval","pbir - perception-based image retrieval","acm_355","international conference on management of data","2001"
"anindya datta , kaushik dutta , krithi ramamritham , helen thomas , debra vandermeer","","generation enable caching content acceleration scalable web solution page dynamic","dynamic content acceleration : a caching solution to enable scalable dynamic web page generation","acm_356","international conference on management of data","2001"
"kam-yiu lam , edward chan , tei-wei kuo , s. w. ng , dick hung","system","navigation time retina real traffic","retina : a real-time traffic navigation system","acm_357","international conference on management of data","2001"
"jiawei han , hasan jamil , ying lu , liangyou chen , yaqin liao , jian pei","system","mining prototype miner dna sequences","dna-miner : a system prototype for mining dna sequences","acm_358","international conference on management of data","2001"
"arthur whitney , dennis shasha","","high series real lots queries trades quotes performance time ticks billions","lots o'ticks : real time high performance time series queries on billions of trades and quotes","acm_359","international conference on management of data","2001"
"per - &#197; ke larson , dana florescu , goetz graefe , guido moerkotte , hamid pirahesh , harald sch &#246; ning","management data systems","session go relational xml panel native spruce","xml data management ( panel session ) : go native or spruce up relational systems ?","acm_360","international conference on management of data","2001"
"jun chen , xin zhang , songting chen , andreas koeller , elke a. rundensteiner","data","fully environments warehouse concurrent maintenance dyda","dyda : data warehouse maintenance in fully concurrent environments","acm_361","international conference on management of data","2001"
"c. mohan , larry cable , matthieu devin , scott dietzen , pat helland , dan wolfson","","application session monitors tp servers born panel web","application servers ( panel session ) : born-again tp monitors for the web","acm_362","international conference on management of data","2001"
"arnon rosenthal , klaus dittrich , jim donahue , bill maimone","data database","researchers panel role session security","will database researchers have any role in data security ? ( panel session )","acm_363","international conference on management of data","2001"
"dimitrios gunopulos , gautam das","","measures series indexing abstract similarity time","time series similarity measures and time series indexing ( abstract only )","acm_364","international conference on management of data","2001"
"peter j. haas , joseph m. hellerstein","","processing query online tutorial","online query processing : a tutorial","acm_365","international conference on management of data","2001"
"fabio casati , ming-chien shan","","describing e models languages services discovering","models and languages for describing and discovering e-services","acm_366","international conference on management of data","2001"
"christoph bussler","","integration semantic","semantic b2b integration","acm_367","international conference on management of data","2001"
"john r. smith","databases","standard multimedia","standard for multimedia databases","acm_368","international conference on management of data","2001"
"michael h. b &#246; hlen , christian s. jensen , richard thomas snodgrass","","temporal modifiers statement","temporal statement modifiers","acm_369","acm transactions on database systems ( tods )","2000"
"leonidas fegaras , david maier","using","object effective calculus queries optimizing","optimizing object queries using an effective calculus","acm_370","acm transactions on database systems ( tods )","2000"
"donald kossmann , michael j. franklin , gerhard drasch , wig ag","data","query investment distributed integrating optimization cache placement","cache investment : integrating query optimization and distributed data placement","acm_371","acm transactions on database systems ( tods )","2000"
"azer bestavros","systems database","advances time real research","advances in real-time database systems research","acm_372","acm sigmod record","1996"
"krithi ramamritham , raju sivasankaran , john a. stankovic , don t. towsley , ming xiong","databases","time integrating temporal real active","integrating temporal , real-time , an active databases","acm_373","acm sigmod record","1996"
"jayant r. haritsa , s. seshadri","","concurrency time control real index","real-time index concurrency control","acm_374","acm sigmod record","1996"
"tei-wei kuo , aloysius k. mok","database","similarity time resource real scheduling","real-time database - similarity and resource scheduling","acm_375","acm sigmod record","1996"
"&#214; zg &#252; r ulusoy , alejandro buchmann","","features dbms memory exploiting real control concurrency protocols time main improve","exploiting main memory dbms features to improve real-time concurrency control protocols","acm_376","acm sigmod record","1996"
"kwei-jay lin , ching-shan peng","","external consistency transactions enhancing time real","enhancing external consistency in real-time transactions","acm_377","acm sigmod record","1996"
"sang h. son , rasikan david , bhavani thuraisingham","systems database","secure time real improving timeliness","improving timeliness in real-time secure database systems","acm_378","acm sigmod record","1996"
"s. f. andler , j. hansson , j. eriksson , j. mellin , m. berndtsson , b. eftring","system database","towards deeds active distributed time real","deeds towards a distributed and active real-time database system","acm_379","acm sigmod record","1996"
"brad adelberg , ben kao , hector garcia-molina","information","processor overview stanford strip time real","overview of the stanford real-time information processor ( strip )","acm_380","acm sigmod record","1996"
"avi silberschatz , mike stonebraker , jeff ullman","database","opportunities achievements century research","database research : achievements and opportunities into the 1st century","acm_381","acm sigmod record","1996"
"mikael berndtsson , j &#246; rgen hansson","systems database","first artdb time report active international workshop real","workshop report : the first international workshop on active and real-time database systems ( artdb-95 )","acm_382","acm sigmod record","1996"
"ricardo baeza-yates , gonzalo navarro","","integrating contents text structure retrieval","integrating contents and structure in text retrieval","acm_383","acm sigmod record","1996"
"leonidas fegaras , chandrasekhar srinivasan , arvind rajendran , david maier","based","dbms object lambda oriented db odmg","lambda-db : an odmg-based object-oriented dbms","acm_384","international conference on management of data","2000"
"jason t. l. wang , xiong wang , dennis shasha , bruce a. shapiro , kaizhong zhang , qicheng ma , zasha weinberg","databases","structural approximate search engine","an approximate search engine for structural databases","acm_385","international conference on management of data","2000"
"ouri wolfson","databases","session moving issues objects research tutorial","research issues in moving objects databases ( tutorial session )","acm_386","international conference on management of data","2000"
"zachary ives , alon levy , jayant madhavan , rachel pottinger , stefan saroiu , igor tatarinov , shiori betzler , qiong chen , ewa jaslikowska , jing su , wai tak theodora yeung","data","organizing sharing communities sagres self","self-organizing data sharing communities with sagres","acm_387","international conference on management of data","2000"
"jos &#233; a. blakeley , anand deshpande","data","session tutorial access","data access ( tutorial session )","acm_388","international conference on management of data","2000"
"shridhar shukla , anand deshpande","database","application session directory ldap another services tutorial","ldap directory services - just another database application ? ( tutorial session )","acm_389","international conference on management of data","2000"
"svein erik bratsberg , &#216; ystein torbj &#248; rnsen","","dbms session ultra designing available highly tutorial","designing an ultra highly available dbms ( tutorial session )","acm_390","international conference on management of data","2000"
"avigdor gal","management data","session good ecommerce ugly bad tutorial","data management in ecommerce ( tutorial session ) : the good , the bad , and the ugly","acm_391","international conference on management of data","2000"
"anil k. nori","","application session dbms role panel architecture","application architecture ( panel session ) : 2tier or 3tier ? what is dbms 's role ?","acm_392","international conference on management of data","2000"
"jennifer widom , adam bosworth , bruce lindsay , michael stonebraker , dan suciu","databases","beef xml panel session","of xml and databases ( panel session ) : where 's the beef ?","acm_393","international conference on management of data","2000"
"raghu ramakrishnan","","dbms support interacting responsive browsing websites","from browsing to interacting : dbms support for responsive websites","acm_394","international conference on management of data","2000"
"joseph m. hellerstein , hans-peter kriegel , david comet , christos falsutsos , raghu ramakrishnan , paul brown","","session trees index panel research forest","index research ( panel session ) : forest or trees ?","acm_395","international conference on management of data","2000"
"carlos ordonez , paul cereghini","using","em sql sqlem fast clustering algorithm","sqlem : fast clustering in sql using the em algorithm","acm_396","international conference on management of data","2000"
"anant jhingran","system","anatomy commerce real e","anatomy of a real e-commerce system","acm_397","international conference on management of data","2000"
"andreas weininger","databases","handling extended parallel large server informix","handling very large databases with informix extended parallel server","acm_398","international conference on management of data","2000"
"chung-min chen , munir cochinwala , claudio petrone , marc pucci , sunil samtani , patrizia santa","","traffic warehouse internet","internet traffic warehouse","acm_399","international conference on management of data","2000"
"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao","system database","image distributed interoperable disima","disima : a distributed and interoperable image database system","acm_400","international conference on management of data","2000"
"chong leng goh , beng chin ooi , stephane bressan , kian-lee tan","","extensible storm replacement approach policies integrating","integrating replacement policies in storm : an extensible approach","acm_401","international conference on management of data","2000"
